id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39089350,298sq Riverside Penthouse Uninterrupted City Views,299601665,Penthouse,,Maribyrnong,-37.80092,144.9078,Entire home/apt,850,3,0,,,1,0,0,
39229227,Xu's Residence,270489326,Jason,,Frankston,-38.07901,145.21606,Entire home/apt,680,28,26,2022-05-02,0.85,3,353,8,
39091498,Single Room Next to Victoria Markets,90729398,Valeria,,Melbourne,-37.80516,144.95904,Private room,44,7,0,,,169,179,0,
39091797,Relaxing spacious & sunny apartment South Yarra,3896937,Julieanne,,Stonnington,-37.83677,145.00074,Entire home/apt,121,3,16,2022-05-19,0.52,1,47,8,
39093331,Experience Rose Lane - Large Sleek Modern 2Bd2Bth,55324450,Bruce,,Melbourne,-37.81489,144.95421,Entire home/apt,268,1,55,2022-05-23,1.73,62,175,22,
39427575,Cozy spacious room -close to shops & beach too,58758893,Lahiru,,Greater Dandenong,-38.01042,145.15865,Private room,49,1,5,2022-04-16,0.16,1,170,2,
39230031,"3 bdrooms Doveton house, close to Dandenong centre",255342740,Jenny,,Casey,-37.99297,145.24378,Entire home/apt,167,3,26,2022-05-07,0.85,5,71,14,
39431510,"Cousy and convenient, discounted for long stays",124944556,Bas,,Moreland,-37.7482,144.976,Entire home/apt,113,3,72,2022-02-07,2.29,1,108,20,
39431841,Lovely large room available.,302873605,David,,Monash,-37.86185,145.09683,Private room,50,7,0,,,1,0,0,
39638142,"At Melbourne CBD. Best view. Gym, pool available.",107086058,Jia,,Melbourne,-37.80644,144.96085,Shared room,60,1,0,,,1,0,0,
39233006,Cosy bedroom for one next to QV Market.,98943044,Peter,,Melbourne,-37.80425,144.95695,Private room,50,2,31,2022-06-02,0.98,1,66,16,
39432393,❤️Comfortable Living @Burwood 1BR Apt❤️,142325689,Domo,,Whitehorse,-37.8506,145.12276,Entire home/apt,111,1,5,2020-03-15,0.16,27,0,0,
39233254,Quest Burwood East - 1 Bedroom Apartment,261449803,Quest Burwood East,,Whitehorse,-37.85142,145.1222,Hotel room,309,1,10,2022-04-10,0.57,2,360,7,
39433869,Vietnam on the farm,36024378,Daniel,,Yarra Ranges,-37.79179,145.35622,Private room,50,5,0,,,1,0,0,
39638559,Your Home away from Home,212997018,Alireza,,Yarra Ranges,-37.75773,145.32797,Entire home/apt,75,1,12,2020-01-11,0.38,1,0,0,
39640019,GlenIris Beautiful 7BedderFamily House+PrivatePool,115113395,Kelly,,Boroondara,-37.85299,145.08403,Entire home/apt,510,2,53,2022-04-11,1.67,14,158,14,
39233310,Quest Burwood East - 2 Bedroom Apartment,261449803,Quest Burwood East,,Whitehorse,-37.85076,145.12129,Entire home/apt,434,1,15,2022-05-22,0.53,2,358,7,
39450595,The perfect get-away room 1,63866258,April,,Cardinia,-38.07314,145.42242,Private room,60,1,47,2021-12-16,1.47,3,124,6,
39233744,CBD apartment at Liberty at the West End!,55324450,Bruce,,Melbourne,-37.81884,144.95435,Entire home/apt,321,1,8,2022-04-05,0.55,62,226,6,
39452180,The perfect get-away room 3,63866258,April,,Cardinia,-38.07153,145.42177,Private room,49,2,25,2021-03-20,0.79,3,1,0,
39642686,"5 min walk to station& super market,aircon,heater",87642556,Barefoot Beach,,Wyndham,-37.88113,144.69567,Private room,120,120,0,,,2,364,0,
39234712,Coco ＆Pops’ Jungle Nest,224886609,Yanying,,Wyndham,-37.87692,144.72858,Private room,70,3,1,2020-02-21,0.04,1,0,0,
39454193,南大洋的家,196780520,芊语,,Manningham,-37.77596,145.15683,Private room,110,2,0,,,1,173,0,
39236087,A beautiful room for rent,301174421,Fatima,,Casey,-38.05217,145.28556,Entire home/apt,139,1,0,,,1,179,0,
39455663,Get the buzz where luxury and Space abound,22630928,Next Level Short Stays,,Yarra,-37.80901,144.99697,Entire home/apt,220,7,19,2022-05-14,0.60,39,144,10,
39644814,"CBD CARPARK ONLY, near Southern Cross Station",302684901,Minh,,Melbourne,-37.81588,144.95216,Private room,15,1,4,2019-11-03,0.13,3,0,0,
39239266,Room in Sharehouse,162014698,Jeshua,,Moreland,-37.77514,144.94179,Private room,60,1,0,,,1,0,0,
39651119,Little gem in the heart of South Yarra.,52215589,Va,,Stonnington,-37.83668,144.99861,Entire home/apt,300,3,0,,,1,0,0,
39653148,Cozy Ruby TownHouse @ Doncaster East,154300729,Na,,Manningham,-37.78659,145.14645,Entire home/apt,160,2,9,2020-12-01,0.29,2,0,0,
39241873,Central Elwood,43225935,John,,Port Phillip,-37.88247,144.9963,Entire home/apt,83,2,3,2019-12-28,0.10,2,0,0,
39653184,公园旁的温馨卧室,304740199,培英,,Yarra Ranges,-37.9127,145.35729,Private room,58,2,0,,,1,0,0,
39456126,*New*cozy room in St Kilda. Inc. Everything! :),25843357,Iris,,Port Phillip,-37.86445,144.97753,Private room,48,1,15,2020-03-16,0.47,1,0,0,
39250948,LALALAND STUDIO! Spacious place of stars in CBD,44920032,A&E,,Melbourne,-37.81643,144.95195,Entire home/apt,120,1,121,2022-05-30,3.75,4,51,39,
39254151,Private bedroom and bathroom close to the CBD,81214003,Alex,,Moreland,-37.73903,144.9529,Private room,75,2,1,2019-11-29,0.03,1,0,0,
39255142,墨尔本东北区Bundoora温馨独栋别墅，房间干净整齐、设施齐全、交通方便、高速网络、高档床上用品！,20487780,Steven 攀,,Banyule,-37.69458,145.06586,Private room,39,2,28,2022-05-18,0.87,15,334,5,
39469636,"Quiet, with bird songs, and view on the rising sun",303185788,Pedro,,Monash,-37.90482,145.1507,Private room,65,5,0,,,1,87,0,
39653970,Hidden gem in Elwood,280840457,Michael,,Port Phillip,-37.87604,144.98859,Entire home/apt,89,7,2,2020-01-02,0.06,1,102,0,
39654295,top bed rpz,151804330,Chris,,Port Phillip,-37.86492,144.9811,Shared room,181,1,0,,,1,90,0,
39255380,Luxury Family Oasis Richmond - Parking Foxtel WiFi,4945813,Katherine,,Yarra,-37.82394,145.0013,Entire home/apt,546,5,10,2022-05-31,0.33,3,269,6,
39469892,"Gorgeous & spacious terrace home, walk to the city",9885145,Ali,,Melbourne,-37.81067,144.94806,Entire home/apt,329,2,37,2022-05-29,1.24,5,238,21,
39257576,Wellcome our  12O years old authentic place on RD,124020144,Ismail,,Yarra,-37.82426,144.99711,Private room,50,5,2,2020-02-17,0.06,3,364,0,
39475229,"Homely Getaway with Major Movie Apps  65"" Smart TV",303227756,Logan,,Wyndham,-37.83867,144.64636,Entire home/apt,131,2,90,2022-05-23,2.82,2,125,30,
39475606,One Bedroom,256395193,Ash,,Boroondara,-37.8301,145.04115,Private room,90,1,0,,,1,0,0,
39656886,"Beautiful bedroom, quiet area, lovely garden!",2929240,Cecilia,,Stonnington,-37.8715,145.04677,Private room,60,3,1,2019-11-22,0.03,1,0,0,
39657367,Private room in 2 bedroom share house with garden,75836208,Maral,,Darebin,-37.73367,145.00579,Private room,40,6,0,,,1,0,0,
39257652,Parkview Luxury FURNITURE -3Bd2Bth2FreeParking,193368830,Gem,,Melbourne,-37.84388,144.98039,Entire home/apt,237,2,3,2020-03-10,0.09,35,0,0,
39257852,"WOW Level 58 Sea Lake River 180 view, Free Parking",51704371,James,,Melbourne,-37.82324,144.96407,Entire home/apt,199,3,74,2022-05-25,2.29,18,35,31,
39258982,"Elwood Beach Calming Tones 15 min walk, Parking, Pets 🏖",4647935,Lisa,,Port Phillip,-37.87753,144.98451,Entire home/apt,246,2,19,2022-04-30,0.59,12,292,11,
39659735,Large Bayside family retreat,32655450,Libby,,Bayside,-37.91602,145.00409,Entire home/apt,600,5,1,2019-12-28,0.03,1,0,0,
39476794,Melb Central High Rise Apt *NewYear firework view*,154630235,Josh,,Melbourne,-37.80825,144.96168,Entire home/apt,89,1,3,2020-01-01,0.09,1,0,0,
39264932,Luxurious & cosy space in the middle of everything,5711126,Volkan,,Port Phillip,-37.85176,144.97933,Private room,92,4,3,2020-03-15,0.11,1,145,0,
39659782,"#1 Location, 2BR House, walk to MCG/SwanSt/Station",19484956,Caroline,,Yarra,-37.82273,144.9899,Entire home/apt,178,4,14,2022-04-20,0.46,1,0,1,
39660846,"Stylish, comfortable & light-filled private room",24605727,Vlada,,Moreland,-37.77059,144.94762,Private room,75,2,16,2022-05-27,0.52,1,127,10,
39270427,Private nook in the heart of Cheltenham,182389559,Ina,,Kingston,-37.96343,145.06415,Private room,75,3,6,2020-06-30,0.20,1,0,0,
39661827,Cosy Quiet Garden Studio,26713966,Petria,,Banyule,-37.75071,145.04074,Entire home/apt,80,2,6,2020-02-02,0.20,1,0,0,
39485466,Centrally located Apartment South Yarra,303317638,Andrew,,Stonnington,-37.83875,144.98723,Private room,50,2,3,2019-11-30,0.09,1,0,0,
39276816,Luxury water front house in Golf course 4bed rooms,160828205,Saman,,Frankston,-38.08108,145.2123,Entire home/apt,275,1,7,2020-01-04,0.23,1,0,0,
39280456,Eporo Tower 1BR  Apt @ CBD Melbourne Central #1,108813610,Full Home Short Stay,,Melbourne,-37.8118,144.95965,Entire home/apt,209,1,32,2022-05-08,1.01,16,36,7,
39485748,Casa de Cranbourne Room 1,142173095,Anthony,,Casey,-38.10059,145.24559,Private room,70,1,31,2022-05-03,0.97,2,324,8,
39669983,【Dock View apartment】Chinese service 可中文服务,125332827,Ami,,Melbourne,-37.82143,144.94377,Private room,35,30,1,2019-10-30,0.03,1,0,0,
39284224,RARE FIND 2 Bed Cosy Home*FREE TRAM*Gym Pool Sauna,32423053,Anna,,Melbourne,-37.81184,144.96925,Private room,44,1,15,2020-01-03,0.47,2,0,0,
39675113,Private room in city complex,108931465,Daniel,,Melbourne,-37.81771,144.97232,Private room,5750,1,2,2019-12-23,0.07,1,178,0,
39489123,Homestay Dandenong.,89783929,Anne,,Greater Dandenong,-37.97347,145.21981,Private room,69,3,6,2021-11-27,0.42,5,89,2,
39288704,Cosy light filled apartment near the beach!,12205065,Alisha,,Port Phillip,-37.8769,144.98747,Private room,60,1,0,,,1,0,0,
39676326,"Designer Sophistication, Moments from Westfield",304942652,Serena,,Manningham,-37.7879,145.12612,Entire home/apt,160,4,3,2020-01-01,0.10,1,0,0,
39676416,Very close to train station and box hill city.,280024895,Turi,,Whitehorse,-37.81826,145.14343,Private room,24,7,2,2019-12-10,0.07,3,0,0,
39291264,Spacious Apartment with Big Terrace,99963961,Jack,,Melbourne,-37.79587,144.93887,Entire home/apt,86,30,16,2020-05-21,0.50,3,0,0,
39676834,Inner City Seclusion near RMIT with Parking,7509953,Beyond A Room,,Melbourne,-37.81022,144.96626,Entire home/apt,164,1,14,2022-05-17,0.46,60,319,7,
39490584,"Luxury, Comfort, Spacious Art Deco 2 Bed Beauty",303367847,Lou,,Port Phillip,-37.87188,144.98324,Entire home/apt,284,3,11,2022-04-26,0.38,1,172,7,
39303965,Newport cottage PLUS sleeps 6. 2bathroom.,26722349,Shannon,,Hobsons Bay,-37.84348,144.87366,Entire home/apt,414,7,0,,,3,354,0,
39678528,Moorabbin cottage,244207137,Stella,,Kingston,-37.93854,145.04529,Private room,80,3,9,2022-04-22,0.30,2,170,2,
39308748,Camberwell Junction Cottage,59354918,Mary,,Boroondara,-37.83596,145.06427,Entire home/apt,120,3,46,2022-05-20,1.54,1,73,18,
39490701,"Melbourne City view, private room @ Flemington",243451958,Manikanta,,Melbourne,-37.78577,144.94013,Private room,25,5,0,,,1,0,0,
39308951,Midnight Blue with Midnight Views,131547480,Lana,,Port Phillip,-37.84456,144.97618,Entire home/apt,225,1,20,2022-05-28,0.62,2,361,7,
39491300,Cute Terrace House/Cottage near Beach & Markets.,52604375,Danielle,,Port Phillip,-37.83889,144.9465,Entire home/apt,185,5,0,,,1,0,0,
39491631,Long Island Beachside Studio Apartment,72798503,Gab,,Frankston,-38.13415,145.12222,Entire home/apt,180,2,58,2022-05-30,2.01,1,177,36,
39491961,Box Hill Skyone 一房全新公寓 游泳池,303377247,Zhijian,,Whitehorse,-37.81991,145.1214,Entire home/apt,94,1,14,2021-02-06,0.45,2,0,0,
39679948,Brightside -wifi/Nflix /Theatre room/Near Airport,304974769,Vimukthi,,Hume,-37.60975,144.93228,Entire home/apt,348,2,50,2022-05-29,1.62,1,161,13,
39311862,Lovely room in Brunswick West,151179726,Colin,,Moreland,-37.7546,144.94527,Private room,40,2,11,2020-02-22,0.36,1,0,0,
39683921,Magical Majorca,6495841,Rowan,,Melbourne,-37.8159,144.96491,Entire home/apt,160,1,1,2020-01-02,0.03,1,0,0,
39684475,"Beachfront bliss, city convenience",33638490,Justine,,Port Phillip,-37.84413,144.94565,Private room,186,90,0,,,1,364,0,
39318579,D120 Braybrook Lodge- super cleaned and sanitised,122979750,Dee,,Maribyrnong,-37.78714,144.85793,Entire home/apt,928,5,1,2021-12-05,0.16,27,346,1,
39319156,D127 St Albans Lodge-super cleaned and Sanitised,122979750,Dee,,Brimbank,-37.74432,144.79701,Entire home/apt,978,5,0,,,27,335,0,
39319344,Home away from home,89980131,Nina,,Hobsons Bay,-37.85781,144.89203,Entire home/apt,325,2,41,2021-05-21,1.29,2,156,0,
39319396,"Sky Hotel, a landmark,good view apartment",228987664,Zengrong,,Whitehorse,-37.8201,145.12323,Entire home/apt,208,2,30,2022-01-06,0.96,2,0,4,
39685710,Courtney St,303652151,Zach,,Melbourne,-37.80173,144.95593,Shared room,694,1,5,2019-11-03,0.16,1,0,0,
39319835,Beachside living with City and Ocean views!,37633017,Liam,,Port Phillip,-37.84138,144.93862,Entire home/apt,96,2,35,2022-04-11,1.09,1,0,1,
39686730,Best location in Melbourne:),302305516,Bat-Chen,,Port Phillip,-37.86788,144.98254,Private room,64,2,1,2019-11-04,0.03,1,0,0,
39493122,"Renovated 3BR Armadale home, AC+WIFI off High St",34548523,Kate,,Stonnington,-37.85499,145.01504,Entire home/apt,265,120,0,,,1,358,0,
39495230,Clean & Fresh - 1 private room double bed,96961652,Samson,,Monash,-37.85756,145.11025,Private room,45,7,0,,,2,68,0,
39322582,STYLISH APARTEMENT FROM 5MIN TO ST KILDA BEACH,163248850,Sandra,,Port Phillip,-37.86428,144.97588,Entire home/apt,80,4,3,2020-01-02,0.10,1,0,0,
39496393,Clean & Fresh- 2 singles,96961652,Samson,,Monash,-37.85849,145.10933,Private room,40,7,2,2021-07-14,0.10,2,149,1,
39699554,'Pointside' President's Cup Estate,4840310,Carlie,,Bayside,-37.98941,145.03119,Entire home/apt,1500,7,0,,,1,72,0,
39323357,A beautiful master bedroom in a beautiful house,37232600,Cong,,Knox,-37.87334,145.26503,Private room,50,3,0,,,1,0,0,
39496923,Cozy Room near Southern Cross Stn w Private Bath,302684901,Minh,,Melbourne,-37.81547,144.95482,Private room,69,1,22,2020-06-16,0.69,3,0,0,
39323957,Fabulous apartment in amazing location,301999915,Georgie,,Yarra,-37.80291,144.9868,Entire home/apt,190,3,20,2022-04-24,0.63,1,226,3,
39504807,U1 Brunswick/close APT/CBD/free wifi/tram@doorstep,277057023,Brunswick Living,,Moreland,-37.77612,144.94803,Entire home/apt,107,1,58,2022-05-29,1.83,4,341,24,
39699803,Toorak Village garden apartment,84386339,Rowan,,Stonnington,-37.83777,145.01353,Entire home/apt,195,3,1,2020-01-28,0.03,1,167,0,
39700820,35 Wonderful city and  Garden view studio,304422951,Andy,,Melbourne,-37.81332,144.95129,Entire home/apt,87,1,165,2022-06-05,5.49,5,17,81,
39705685,London Park Holiday House,51643091,Crystal,,Casey,-37.99654,145.31134,Entire home/apt,350,3,2,2022-02-27,0.20,3,148,2,
39326522,Deluxe & Brand New* 4B2B APT *Panorama Views* Free WiFi&SecuredParking *60' Smart TV Netflix & Foxtel,7044585,Malcom,,Whitehorse,-37.81514,145.11906,Entire home/apt,173,2,39,2022-01-07,1.22,1,0,11,
39508782,Cosy Little Room in South Yarra,5483072,Asanka,,Stonnington,-37.84443,144.99016,Private room,32,1,28,2022-05-16,0.92,2,242,10,
39326528,Southbank Haven,38814144,Amanda,,Melbourne,-37.82546,144.96293,Entire home/apt,119,2,5,2019-12-01,0.16,1,0,0,
39508890,Best in South Yarra,5483072,Asanka,,Stonnington,-37.84271,144.99113,Private room,33,1,32,2022-06-02,1.01,2,128,16,
39706103,Top Melbourne location,181541908,MIke,,Melbourne,-37.82193,144.93528,Private room,250,2,0,,,1,89,0,
39329316,LONG TERM STAY/Nature Studio 8/FREE TRAM/skybus/,302067244,Nature,,Melbourne,-37.81298,144.95239,Entire home/apt,103,1,34,2020-04-01,1.06,1,0,0,
39329641,"Private bedroom with bathrom-Close to beach, shops",127747970,Amir,,Frankston,-38.14279,145.12546,Private room,70,2,0,,,1,0,0,
39707664,Extra Large Room in house close Melbourne Airport,304783688,Shun,,Moonee Valley,-37.71776,144.87795,Private room,93,1,1,2022-02-08,0.25,4,81,1,
39338891,Spacious and Comfortable Hotel Queen Room,98322639,Harvey,,Yarra Ranges,-37.75678,145.35712,Private room,209,2,2,2022-04-14,0.13,6,365,1,
39707838,Amazing  view/1 Min Walk Station/Balcony/carpark,305193573,Kenny,,Melbourne,-37.81814,144.95388,Entire home/apt,159,1,214,2022-05-25,6.82,4,110,84,
39710251,Modern gallery smart home near Yarra Valley,200059681,Edwyn,,Maroondah,-37.77281,145.29786,Entire home/apt,248,1,60,2022-05-15,2.06,1,246,20,
39340611,Presidential Pad in Black Rock,68358644,Shannon,,Bayside,-37.96875,145.01844,Entire home/apt,850,7,1,2019-12-22,0.03,1,0,0,
39510114,Private room in Shared Apartment (6mth or longer),77459352,Ho,,Melbourne,-37.80374,144.9571,Private room,265,1,0,,,1,0,0,
39510274,U101Brunswick/close APT/CBD/freewifi/tram@doorstep,277057023,Brunswick Living,,Moreland,-37.77626,144.94862,Entire home/apt,121,1,56,2022-05-20,1.76,4,360,20,
39341458,"Entire Apartment.  
Red Brick Lodge Richmond.",74893794,Sharron,,Yarra,-37.82305,145.00118,Entire home/apt,171,2,45,2022-05-29,1.40,1,83,19,
39510276,room for rent,303544595,Caitlyn,,Monash,-37.86029,145.12574,Private room,80,1,0,,,1,0,0,
39710300,An Exclusive Property You Won't Want to Leave,77993586,Justin,,Darebin,-37.77263,144.99586,Entire home/apt,600,4,1,2020-01-06,0.03,1,0,0,
39710878,"Large, light filled room in awesome location",125344405,Michelle,,Port Phillip,-37.86067,144.99819,Private room,75,3,1,2019-11-12,0.03,1,0,0,
39341703,Small Room in Southbank,80893887,Mohab,,Melbourne,-37.82288,144.96439,Private room,30,2,16,2020-02-12,0.50,3,0,0,
39350009,"Backpackers,Travellers,You-tubers,Anyone Welcome",124020144,Ismail,,Yarra,-37.82616,144.99628,Shared room,50,2,2,2019-11-26,0.06,3,364,0,
39713447,"Bright, Good Size, Modern Apartment with Car Park",5913437,Greg,,Port Phillip,-37.83646,144.97476,Entire home/apt,140,7,2,2020-01-17,0.07,1,0,0,
39511789,Amazing Harbour View / 3BR2BA2Free Parkings,193368830,Gem,,Melbourne,-37.82058,144.94088,Entire home/apt,128,1,5,2020-04-20,0.18,35,0,0,
39350464,Stylish and whisper quiet! In the heart of Prahran,86349561,Bettina,,Stonnington,-37.85725,145.00091,Entire home/apt,90,3,5,2020-01-31,0.16,1,184,0,
39512612,Elegant 2BR@Footscray Station,262881675,Kevin,,Maribyrnong,-37.80167,144.89655,Entire home/apt,166,3,26,2022-05-21,0.82,6,46,4,
39512787,Spacious 2 bedroom apartment in Hawthorn East,151026899,Michael,,Boroondara,-37.84599,145.04469,Entire home/apt,230,1,29,2022-05-15,0.91,5,362,18,
39714357,亲子小屋,262902612,姗姗,,Manningham,-37.77318,145.12986,Private room,70,2,0,,,2,358,0,
39714678,完美小屋,262902612,姗姗,,Manningham,-37.77192,145.12974,Private room,70,2,0,,,2,358,0,
39716520,45th Floor! Fabulous View 2B2B SKY Stay On Collins,133673118,Peter & Lydia,,Melbourne,-37.81856,144.95874,Entire home/apt,232,3,98,2022-06-01,3.17,6,170,37,
39355147,"BEST LOCATION IN MELBOURNE, 2BR APT + FREE WIFI",234904094,Ideal,,Melbourne,-37.80879,144.95978,Entire home/apt,255,3,1,2020-03-16,0.04,5,0,0,
39512932,Entire House in Maribyrnong (Highpoint-River-Park),303564562,Chau Hong,,Maribyrnong,-37.77022,144.89836,Entire home/apt,350,3,30,2022-05-07,0.99,1,174,12,
39367886,Two Bedroom Premium Apartment,256105021,Sam,,Bayside,-37.95598,145.024,Entire home/apt,309,1,57,2022-04-25,1.92,6,362,36,
39367983,Two Bedroom Terrace Apartment,256105021,Sam,,Bayside,-37.9552,145.0256,Entire home/apt,369,1,1,2022-03-05,0.32,6,353,1,
39729067,Como Villa - Luxury Parkdale Retreat,24814727,Andrea,,Kingston,-37.99907,145.08196,Entire home/apt,445,7,0,,,5,340,0,
39369163,"Bright and Stylish with City Views, Pool & Sauna",154877871,Justin,,Port Phillip,-37.85783,144.9836,Entire home/apt,148,2,67,2022-05-28,2.12,58,278,30,
39729983,Bayview Skies 3 Bed Luxury 海港天际,219367599,Peggy,,Melbourne,-37.81492,144.93869,Entire home/apt,600,2,25,2022-04-08,0.81,1,255,8,
39513396,Comfortable room in the heart of Brunswick,11001511,Jonny,,Moreland,-37.76564,144.95936,Private room,50,3,16,2020-07-08,0.51,1,0,0,
39516122,SHAREROOM ONLY GIRLS IN THE HEART OF MELB CBD,43360714,Andrea,,Melbourne,-37.80735,144.96756,Shared room,38,7,0,,,4,0,0,
39370086,Modern resort style bedroom/Ensuite/20min- Airport,273436659,Rahul,,Hume,-37.57749,144.70031,Entire home/apt,140,1,45,2021-04-10,1.42,5,127,0,
39518520,"Charan Lane, comfortable Townhouse in quiet spot",99000885,Anne,,Melbourne,-37.78919,144.92358,Entire home/apt,280,2,1,2019-12-02,0.03,1,5,0,
39372900,2 minutes walk to train nice and cool place,124020144,Ismail,,Moreland,-37.7231,144.95987,Private room,70,5,1,2019-11-16,0.03,3,0,0,
39373096,Serenity 11 - Room 4,151485462,Francis,,Cardinia,-38.07924,145.49227,Private room,120,1,1,2020-01-23,0.03,9,0,0,
39731186,Entire home - Northcote Gem,11901944,Andi,,Darebin,-37.77425,144.99164,Entire home/apt,150,4,1,2019-12-29,0.03,1,0,0,
39731712,Large APT in QV shopping Center + Gym + Pool for 4,112352917,Olivia Jisun,,Melbourne,-37.80945,144.96574,Entire home/apt,134,14,1,2019-11-20,0.03,1,0,0,
39827789,Fun two bedroom apartment in Brunswick!!,36308923,Jodie,,Moreland,-37.77213,144.95421,Entire home/apt,100,1,6,2020-02-23,0.19,1,0,0,
39534652,Private *5* Star Apartment in  heart of Melbourne,52472419,Ata,,Port Phillip,-37.8374,144.97462,Entire home/apt,110,1,2,2020-02-01,0.06,2,0,0,
39840300,Tiny House On Wheels Melbourne,143125233,Beck,,Darebin,-37.74809,145.01056,Entire home/apt,113,5,58,2022-04-25,1.87,1,315,18,
39536614,2 bedroom apartment in Hawthorn East,151026899,Michael,,Boroondara,-37.84569,145.04266,Entire home/apt,235,1,27,2022-05-15,0.88,5,357,9,
39537010,Peaceful self-contained bungalow near the beach,27020087,Nathan,,Hobsons Bay,-37.86405,144.82168,Entire home/apt,131,1,31,2022-05-31,2.01,1,143,22,
39538049,Affordable outstanding Flat share,52472419,Ata,,Melbourne,-37.83885,144.97705,Private room,65,28,0,,,2,0,0,
39731798,Great House in Bentleigh East,214725200,Benson,,Glen Eira,-37.92538,145.06051,Entire home/apt,300,2,1,2019-11-07,0.03,1,83,0,
39731923,Cozy 1 Bedroom 1 bath & 1 office apartment in CBD,22175023,Teerat,,Melbourne,-37.80908,144.96101,Entire home/apt,70,90,0,,,1,0,0,
39732752,2 Bed 1 Bath City Apt Free Parking/WIFI/Gym/Pool,305392868,Flagstaff Green Apartments,,Melbourne,-37.80964,144.95325,Entire home/apt,885,2,2,2021-12-19,0.07,14,118,1,
39733052,Very spacious room and house close to city,30622342,Jack,,Glen Eira,-37.88193,145.00229,Private room,35,1,1,2019-11-15,0.03,1,0,0,
39841683,"Mountain View Studio, walking distance to town",306593312,Ryan,,Yarra Ranges,-37.74902,145.69622,Entire home/apt,146,1,171,2022-06-05,5.50,2,154,73,
39736608,Discover Melbourne's best right on your doorstep,76317131,Scott,,Melbourne,-37.82436,144.96382,Entire home/apt,118,6,3,2020-01-02,0.10,1,0,0,
39538867,Delightful 2BR Riverview@Docklands,262881675,Kevin,,Melbourne,-37.82046,144.94135,Entire home/apt,190,2,60,2022-05-16,1.88,6,25,17,
39842464,Studio Apartment walking distance to town.,214537622,Rhona,,Yarra Ranges,-37.65508,145.51278,Entire home/apt,279,1,54,2021-12-06,2.00,1,37,11,
39540700,holiday stay,302800622,Temor,,Greater Dandenong,-37.97661,145.20772,Private room,150,21,0,,,1,89,0,
39541338,4B4B|Whole house|Free internet| Essendon North,198566402,Robert,,Moonee Valley,-37.73627,144.90386,Entire home/apt,1900,130,0,,,2,365,0,
39741293,Oceanview Southbank apt closeto Crown#2,387097492,Ming,,Melbourne,-37.82559,144.96317,Entire home/apt,92,1,132,2022-05-19,4.21,3,142,43,
39843069,NEW ALBERT PARK Perfect Location/1B1BRST Kilda RD,193368830,Gem,,Port Phillip,-37.84144,144.97645,Entire home/apt,104,30,10,2020-03-31,0.33,35,0,0,
39843530,BOUTIQUE STAYS - Maybloom,760849,Boutique Stays Accommodation Group,,Boroondara,-37.82772,145.02743,Entire home/apt,350,5,0,,,63,363,0,
39749380,Melbourne Tower Southbank,139990113,Subodh Kumar,,Melbourne,-37.82483,144.96338,Private room,32,1,1,2020-02-09,0.04,1,0,0,
39542817,Contemporary beach side apartment,21346559,Nicky,,Port Phillip,-37.86765,144.98053,Entire home/apt,137,3,69,2022-05-08,2.26,1,111,30,
39845472,Cosy Room Just Off High,28185980,Julian,,Darebin,-37.77311,145.00214,Private room,50,1,1,2019-11-09,0.03,1,0,0,
39543480,"Modern light apartment, great views of Melbourne!",45025192,Rolf,,Melbourne,-37.8083,144.96572,Entire home/apt,71,4,15,2022-05-23,0.49,1,0,5,
39544145,Comfy 1 private room with projector in Sanct Lake,169448289,Chloe,,Wyndham,-37.88876,144.76408,Private room,51,200,0,,,1,89,0,
39750039,Great location in the heart of Caroline Springs.,256348425,William,,Melton,-37.73377,144.749,Private room,100,1,0,,,1,179,0,
39847385,Charming Surrey Hills home located 20 mins to CBD,22976590,Luke,,Boroondara,-37.81541,145.09638,Entire home/apt,149,3,36,2022-05-08,1.32,1,179,18,
39753132,Prime Armadale 2-Bed Apartment with Courtyard,33413578,Judith,,Stonnington,-37.85311,145.01317,Entire home/apt,90,7,4,2021-12-09,0.23,1,48,3,
39546162,墨尔本CBD绝佳好房，central中心，维妈市场旁边，购物旅游生活首选地段,135163038,李星缘,,Melbourne,-37.81283,144.95409,Private room,51,45,0,,,1,0,0,
39847872,Luxury Spacious Living In Heart of Ringwood,306671332,Harvey,,Maroondah,-37.81897,145.22787,Entire home/apt,368,4,23,2022-04-18,0.77,1,219,11,
39560147,Centaur 2-Bedroom Home in Doncaster East 人马座两居民宿,223757117,Da,,Manningham,-37.78021,145.17041,Entire home/apt,91,1,75,2022-02-23,2.49,2,126,23,
39560437,★NEW★ 4BR Luxurious Townhouse | Few mins from City,7131157,Joanne & Scott,,Melbourne,-37.81512,144.93691,Entire home/apt,550,3,11,2020-03-20,0.35,10,0,0,
39560443,2BR Apt With Yarra River Views & Parking,293526132,MaisonNets,,Yarra,-37.79929,145.00046,Entire home/apt,181,3,71,2022-05-24,2.24,12,87,32,
39753383,Old Victorian house in the heart of Richmond,115381526,Ella,,Yarra,-37.81756,145.01042,Private room,60,2,7,2019-12-28,0.23,1,0,0,
39753719,Spacious room in an Apartment near the Station..,303617975,Manilka,,Whitehorse,-37.82057,145.17655,Private room,50,6,0,,,1,358,0,
