id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
633258,Hip sun drenched Windsor apartment,440653,Rob,,Stonnington,-37.85437,144.99488,Entire home/apt,74,2,17,2018-06-28,0.14,1,0,0,
1273635,Private double room in Melbourne,6692322,Barry,,Manningham,-37.78438,145.16477,Private room,106,1,1,2019-06-18,0.03,1,179,0,
1273768,Fortnightly  or Monthly Rental close to CBD,6933179,Alex,,Yarra,-37.80759,144.97821,Entire home/apt,86,14,47,2022-03-06,0.43,1,305,6,
639260,Fitzroy's Finest: A Colourful Pad with Parking,172878,Christopher,,Yarra,-37.80055,144.9765,Entire home/apt,219,1,136,2022-05-18,1.16,1,340,13,
1285174,Stylish Self Contained Bunkhouse,6992397,Leanne,,Yarra Ranges,-37.88091,145.51647,Entire home/apt,245,1,54,2022-04-25,0.54,3,342,6,
9835,Beautiful Room & House,33057,Manju,,Manningham,-37.77247,145.09232,Private room,60,1,4,2015-09-12,0.03,1,365,0,
641180,Cosy Inner City Studio Apartmnt. Spacious. Quiet.,3079228,Anthony,,Moreland,-37.77542,144.96894,Entire home/apt,110,3,335,2022-04-18,2.89,1,152,18,
653384,Need luxury homebase in Melbourne 2,2232579,Nola,,Boroondara,-37.80444,145.05374,Private room,100,1,13,2018-03-25,0.14,3,309,0,
10803,Room in Cool Deco Apartment in Brunswick East,38901,Lindsay,,Moreland,-37.76606,144.97951,Private room,36,4,147,2022-05-27,1.28,1,250,2,
1289142,Apartment with kitchen facilities,6992397,Leanne,,Yarra Ranges,-37.88058,145.51493,Private room,180,1,12,2022-04-18,0.12,3,342,1,
653386,Need Luxury Homebase in Melbourne 3,2232579,Nola,,Boroondara,-37.80509,145.05224,Private room,100,1,10,2018-02-20,0.11,3,309,0,
1289241,Creative 2 BR Home Brunswick Hub,6782184,Julia,,Moreland,-37.76158,144.97089,Entire home/apt,108,4,58,2022-02-01,0.53,2,15,3,
12936,St Kilda 1BR+BEACHSIDE+BALCONY+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.85999,144.97662,Entire home/apt,95,3,42,2020-03-15,0.29,10,0,0,
33111,Million Dollar Views Over Melbourne,143550,Paul,,Melbourne,-37.82163,144.96672,Private room,1000,1,2,2012-01-27,0.02,1,365,0,
38271,Melbourne - Old Trafford Apartment,164193,Daryl & Dee,,Casey,-38.05725,145.33936,Entire home/apt,110,1,185,2022-05-28,1.32,1,327,24,
657209,** Cute Studio on Chapel St**best location,721348,Living Like Locals,,Port Phillip,-37.86177,144.992,Entire home/apt,85,3,109,2021-02-15,0.95,1,157,0,
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,,Darebin,-37.69729,145.00082,Private room,40,7,159,2018-08-22,1.13,2,0,0,
1309634,The Little House on the Hill,7118998,Owen,,Yarra Ranges,-37.70204,145.53142,Entire home/apt,196,1,82,2021-07-06,0.76,1,340,1,
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,,Port Phillip,-37.85947,144.98093,Entire home/apt,120,7,11,2015-09-09,0.10,1,248,0,
1320949,"Artistic, room in West Footscray",6689746,ChuPing,,Maribyrnong,-37.79897,144.87909,Private room,45,30,25,2019-03-18,0.28,1,0,0,
43429,Tranquil Javanese-Style Apartment in Oakleigh East,189684,Allan,,Monash,-37.8996,145.11447,Entire home/apt,99,2,225,2022-04-12,1.61,3,321,12,
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,,Maribyrnong,-37.81507,144.88895,Shared room,100,1,0,,,1,365,0,
1321215,Stone's Throw Cottage B&B Belgrave,717024,Margaret,,Yarra Ranges,-37.90741,145.34919,Entire home/apt,220,2,25,2022-04-08,0.27,2,302,6,
690762,Room To Let Next to Chilsom Tafe,3529788,Thomas,,Greater Dandenong,-37.97413,145.21955,Private room,80,1,1,2014-03-01,0.01,1,0,0,
1321535,Room in Elsternwick 1920s home,2085706,Annie,,Glen Eira,-37.88935,145.00411,Private room,81,2,17,2018-11-18,0.22,1,125,0,
44082,Queen Room in Beautiful House,193031,Vicki,,Frankston,-38.14932,145.14157,Private room,79,5,54,2022-05-26,0.39,8,83,3,
691144,B&B Guest House with Pool Room 3,2616259,Peter,,Glen Eira,-37.89149,145.07704,Private room,68,2,22,2022-03-25,0.19,3,365,1,
51592,Central City Warehouse Apartment,190879,Michelle,,Melbourne,-37.81266,144.96313,Entire home/apt,269,2,343,2022-05-24,2.50,1,252,55,
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82127,144.99408,Entire home/apt,94,3,70,2020-03-14,0.51,10,0,0,
692656,B&B Guest House with Pool Room 4,2616259,Peter,,Glen Eira,-37.89297,145.07552,Private room,62,2,33,2022-01-08,0.32,3,126,2,
67211,"Kew Tranquility, Melbourne",326880,Kate,,Boroondara,-37.80347,145.03583,Private room,45,2,189,2022-04-24,1.37,1,320,13,
692694,Windsor Pad with Private Courtyard,3542892,Saskia,,Stonnington,-37.8568,145.00065,Entire home/apt,165,5,75,2022-05-31,0.64,1,133,9,
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,Wendy,,Yarra,-37.78975,145.00469,Entire home/apt,180,2,1,2016-01-10,0.01,1,338,0,
1328207,inner city 1br with car space,7208325,Jenny,,Moreland,-37.77088,144.97016,Entire home/apt,120,3,165,2022-05-30,1.53,1,36,18,
712261,Charming 1930s Flat East St Kilda,738640,Chelle,,Port Phillip,-37.86928,144.99792,Entire home/apt,95,5,22,2020-12-21,0.19,1,66,0,
1333069,Forest Hill - Comfortable room。 Female only,7230448,Donna,,Whitehorse,-37.83931,145.17783,Private room,45,1,34,2022-06-02,0.32,2,357,10,
739896,3 Level Apartment with Rooftop!,3871035,Phil,,Moreland,-37.77056,144.97274,Entire home/apt,300,2,3,2014-01-03,0.03,1,0,0,
754134,‘COOL’ Apartment Awesome Location Melbourne CBD,3570625,Kim,,Melbourne,-37.8167,144.96608,Entire home/apt,193,5,92,2022-04-27,0.80,2,171,7,
1349937,SouthYarra SkyHigh(2br+WIFI+CARP),3721646,Jen And Alex,,Stonnington,-37.83699,144.99735,Entire home/apt,240,21,54,2020-01-01,0.50,47,231,0,
1352955,PARK SIDE PAD direct access to outside and porch,3377890,Bernadette,,Melbourne,-37.80705,144.96916,Entire home/apt,85,21,12,2022-04-30,0.11,2,311,2,
70004,King Single in Beautiful House,193031,Vicki,,Frankston,-38.14931,145.1419,Private room,69,5,36,2022-03-05,0.36,8,70,1,
762695,Richmond CENTRAL LOFT STYLE 1BR+PARKING+WIFI+AC,50121,The A2C Team,,Yarra,-37.81552,145.00116,Entire home/apt,99,3,78,2020-03-07,0.79,10,0,0,
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,,Port Phillip,-37.84098,144.9364,Private room,90,2,108,2020-01-26,0.81,1,125,0,
1357009,SUN-FILLED WAREHOUSE APARTMENT,5273417,Anthony,,Stonnington,-37.84744,144.9914,Entire home/apt,136,3,98,2017-12-05,0.92,1,55,0,
1357290,"2 Bedroom 3 Level Home, Abundant Light Space. Wifi",814722,Shanti,,Port Phillip,-37.86535,144.99658,Entire home/apt,220,7,103,2022-05-09,0.95,1,8,16,
768096,Immaculate  and Spacious Apartment,3506639,David,,Melbourne,-37.83368,144.9843,Entire home/apt,135,20,86,2019-12-14,0.74,2,119,0,
780196,Snug Seaside Cottage Vic. Aust.,117431,Lorraine,,Hobsons Bay,-37.87135,144.81258,Private room,45,1,140,2022-03-17,1.94,2,311,11,
1360263,Japanese Slipper B&B Midori Suite,7383811,Susie,,Yarra Ranges,-37.91997,145.33043,Entire home/apt,200,1,139,2022-05-28,1.81,2,131,37,
1361245,Main bedroom available over the summer period!,203738,Adam,,Stonnington,-37.85548,145.04394,Private room,40,2,0,,,1,0,0,
1361329,SouthYarra RTop(WIFI+CarP+2br2bath),3721646,Jen And Alex,,Stonnington,-37.83958,144.99365,Entire home/apt,240,21,56,2018-12-25,0.52,47,345,0,
78143,2 bedrooms-ideal for friends/family in quiet area,419767,Julie,,Stonnington,-37.85162,144.98943,Private room,83,2,165,2022-05-29,1.23,1,328,16,
80986,Richmond CENTRAL PARK EDGE 1BR+WIFI,50121,The A2C Team,,Yarra,-37.81541,145.00157,Entire home/apt,84,3,80,2020-03-24,0.62,10,0,0,
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.87142,145.00785,Entire home/apt,160,21,12,2022-04-30,0.22,1,211,2,
103952,Spacious & Sunny 1BR with Tennis Court & Pool,541584,Felicity,,Port Phillip,-37.83196,144.96959,Entire home/apt,150,7,9,2022-05-30,0.07,1,357,3,
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81595,144.96606,Entire home/apt,161,2,271,2022-05-28,2.03,1,317,10,
780441,Prized Parkside Modern City Studio::Suit Long Stay,3377890,Bernadette,,Melbourne,-37.8068,144.96943,Entire home/apt,85,28,67,2022-01-27,0.59,2,174,3,
1393371,Brighton Bayside Studio,7532185,Marilyn,,Bayside,-37.89867,144.98649,Private room,75,4,56,2020-03-09,0.53,1,279,0,
784043,4 Bedroom Melbourne Urban Retreat,4133993,Kim,,Banyule,-37.73071,145.08995,Entire home/apt,500,5,1,2018-05-05,0.02,4,0,0,
1405749,"Modern 1BR City Apartment WiFi, pool, gym, parking",5412740,Aida,,Port Phillip,-37.84972,144.9798,Entire home/apt,100,20,62,2021-03-07,0.58,1,221,0,
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,110,3,87,2021-08-24,0.67,2,242,4,
785116,Beach Shack..minutes to the beach..,3579354,Kelly,,Kingston,-38.02886,145.10602,Private room,150,1,0,,,1,365,0,
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,,Port Phillip,-37.84298,144.94148,Private room,90,3,18,2022-04-20,0.14,1,28,4,
1412320,Stay@ #1 VALLEY FARM.. alpacas at your window!,7613976,Greg And Louise,,Yarra Ranges,-37.63358,145.51155,Entire home/apt,200,2,65,2022-04-13,0.69,3,195,13,
792570,Spacious Double-Storey Apartment,690940,Gerard,,Yarra,-37.80886,144.98457,Entire home/apt,150,3,6,2017-01-19,0.05,1,0,0,
806245,Huge bright townhouse with terrace,2792025,Jo,,Maribyrnong,-37.80257,144.89593,Entire home/apt,165,2,290,2022-06-04,2.51,1,213,20,
1412818,Stay @ #2 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63367,145.51249,Entire home/apt,223,2,60,2022-04-15,0.59,3,282,4,
1414187,Stay @ #3 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63318,145.51237,Entire home/apt,253,2,87,2022-05-15,0.90,3,298,3,
136510,Private Room,668249,Shirley,,Moonee Valley,-37.78133,144.93863,Private room,48,1,10,2018-09-23,0.18,1,0,0,
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90605,145.35069,Entire home/apt,160,1,49,2022-03-27,0.38,2,286,8,
817054,SouthYarra Designers Delight (2br),3721646,Jen And Alex,,Stonnington,-37.83649,144.99393,Entire home/apt,240,21,34,2017-10-28,0.29,47,357,0,
1417716,"Amongst the Poets, central Elwood.",7638031,Marcus,,Port Phillip,-37.87468,144.98824,Entire home/apt,89,2,145,2022-05-04,1.38,3,210,6,
835730,Lovely pad in funky Brunswick,971810,Sarah & Mike,,Moreland,-37.75581,144.96868,Entire home/apt,130,4,216,2022-05-15,1.88,1,99,10,
1434853,In the heart of Melbourne,6685443,Linda,,Melbourne,-37.81026,144.96863,Entire home/apt,180,2,9,2016-02-09,0.12,1,0,0,
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49766,Entire home/apt,110,2,258,2022-05-22,1.97,1,145,14,
844381,"Great pad for 1 or 2, amazing location by beach",4408022,Lyn And Kirk,,Port Phillip,-37.86645,144.982,Entire home/apt,121,5,11,2022-06-05,0.10,1,189,7,
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,Alice,,Banyule,-37.75773,145.03833,Entire home/apt,159,4,50,2022-04-26,0.88,1,72,14,
163077,Elwood CHIC 1BR+WALK TO VILLAGE+WIFI,50121,The A2C Team,,Port Phillip,-37.8786,144.9913,Entire home/apt,89,3,59,2020-03-29,0.45,10,0,0,
1453575,Mawarra Manor - Heritage listed mansion and garden,2558288,Alan,,Yarra Ranges,-37.88353,145.36279,Entire home/apt,1000,7,17,2020-03-08,0.25,2,305,0,
847063,Cosy family 3 bedroom home in Alphington,2591026,Melissa,,Yarra,-37.783672,145.024658,Entire home/apt,579,7,10,2017-07-10,0.09,1,162,0,
1483791,Beautiful Spacious Top Floor 2BR. Sunsets included,251039,Ash,,Port Phillip,-37.86515,144.99455,Entire home/apt,230,19,33,2020-03-13,0.32,1,352,0,
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76434,144.98624,Private room,40,1,18,2020-01-23,0.14,1,0,0,
848793,Farm Stay - Selby- Dandenong Ranges- Cabin 1,3160757,Yvette,,Yarra Ranges,-37.91239,145.38419,Entire home/apt,67,5,25,2022-05-18,0.34,3,116,12,
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69879,145.00193,Private room,35,2,1,2017-05-07,0.02,2,0,0,
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86717,145.02877,Private room,60,3,22,2019-09-26,0.17,2,0,0,
213348,Large room in quiet Victorian home,689924,Adrian,,Port Phillip,-37.8587,144.98785,Private room,90,3,3,2018-03-25,0.04,1,365,0,
1494540,Beautiful 'Paris End' CBD Apartment,7729799,Greg,,Melbourne,-37.81107,144.97152,Entire home/apt,143,3,222,2020-03-17,2.10,1,66,0,
1500598,South Yarra Modern Apartment,291232,Jason,,Stonnington,-37.8369,144.99293,Entire home/apt,172,2,155,2022-05-22,1.69,1,340,29,
853643,The Gardener's Cottage,4257468,Carolyn,,Yarra,-37.82782,145.00536,Entire home/apt,286,10,53,2021-02-19,0.53,1,0,0,
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.7137,145.1238,Private room,40,1,0,,,1,0,0,
865195,Self contained Garden View Studio,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,80,4,79,2021-01-06,0.69,2,156,0,
229430,ROOM IN MODERN TOWNHOUSE Melbourne,1198300,Daniela,,Boroondara,-37.8317,145.04922,Private room,49,2,23,2015-04-25,0.18,1,0,0,
1508587,Cosy home in vibrant Collingwood,2136338,John,,Yarra,-37.79777,144.99119,Entire home/apt,135,3,14,2019-04-12,0.13,1,70,0,
867464,Seddon (Milkbar)Apartment Melbourne,4542615,Darren & Bruce,,Maribyrnong,-37.80584,144.8983,Entire home/apt,99,2,304,2022-05-23,2.71,2,152,39,
1516337,A LOVELY FAMILY HOME,8096480,Kerry,,Maroondah,-37.83509,145.31499,Private room,99,1,0,,,1,365,0,
875444,"*Perfectly Located Functional Apt, Steps Away from Albert Park*",4621990,Chris,,Port Phillip,-37.83673,144.96811,Entire home/apt,109,3,197,2022-05-21,1.74,2,163,20,
1522751,Leafy Armadale Period Home :)Victorian House,1608157,Fay,,Stonnington,-37.85978,145.02279,Private room,78,1,16,2022-04-13,0.15,3,365,1,
875913,Richmond CITY EDGE COMFY 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82123,144.99422,Entire home/apt,89,3,78,2020-03-15,0.70,10,0,0,
1522907,Classic Armadale house - Central Location,1608157,Fay,,Stonnington,-37.85981,145.02254,Private room,78,1,20,2022-04-10,0.19,3,364,1,
881242,Beautiful home - Melbourne,2262538,Emma,,Darebin,-37.77562,145.021,Entire home/apt,170,28,15,2021-08-31,0.15,1,157,1,
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90514,145.35261,Entire home/apt,564,2,83,2022-04-14,0.88,2,302,6,
887320,Queen bed 10 Mins from Melb Airport,210716,Theresa,,Brimbank,-37.7199,144.85913,Private room,89,1,48,2022-04-22,0.45,2,364,4,
232088,VERY QUIET  2 Bedrooms  2 Bathrooms BIG Kitchen,1214242,Mal,,Moreland,-37.71096,144.9518,Entire home/apt,149,2,21,2020-03-08,0.17,8,264,0,
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.78398,144.9574,Entire home/apt,190,2,8,2018-02-28,0.06,1,0,0,
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80455,144.95113,Entire home/apt,140,2,94,2022-05-22,0.78,1,300,16,
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80428,144.97916,Entire home/apt,120,5,295,2022-06-02,2.29,1,219,13,
1531039,Private rooms in Epping,8151815,Dhammika,,Whittlesea,-37.64948,145.03946,Private room,50,1,0,,,1,362,0,
1540666,"Gorgeous room - Fun Creative home, Great Location!",8213156,Margaret,,Port Phillip,-37.865,144.99979,Private room,75,2,97,2022-05-09,1.08,1,141,7,
1557274,Modern & Compact 1930s Art Deco 1BR Apartment,4255185,Efisia,,Stonnington,-37.83317,144.98886,Entire home/apt,115,2,18,2017-06-25,0.25,1,0,0,
1558434,Art Deco Studio Apartment,8295389,Michael,,Melbourne,-37.80252,144.97397,Entire home/apt,110,2,13,2018-02-03,0.12,1,0,0,
890726,St Kilda Beach Acland St Studio,2423998,Kristina,,Port Phillip,-37.86166,144.97457,Entire home/apt,110,3,244,2022-05-23,2.15,1,148,23,
1568136,South Yarra -  Amazing City Views,7636153,Kirsten,,Stonnington,-37.83705,144.99272,Entire home/apt,169,4,115,2022-04-01,1.09,1,324,3,
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.81574,144.97683,Entire home/apt,225,3,88,2022-05-22,0.68,1,327,5,
892787,"(4) 1bd apt, 3 min walk from MCG",1612516,Haydn,,Melbourne,-37.8141,144.98554,Entire home/apt,90,5,51,2020-03-26,0.47,5,0,0,
248235,Gorgeous home with pool. Central location!!,1300846,Ayelet,,Glen Eira,-37.86543,145.01735,Entire home/apt,650,7,14,2021-01-09,0.12,2,69,0,
1571073,St Kilda /Elwood Luxury near beach,2468582,Lynda,,Port Phillip,-37.87781,144.99003,Private room,89,2,2,2016-10-27,0.03,1,358,0,
900838,New York style Loft in Melbourne,4812182,Jo,,Yarra,-37.82286,144.99065,Entire home/apt,232,803,142,2017-07-30,1.26,1,0,0,
1584356,Luxe City-fringe En-suite Hawthorn East,4702787,Mark & Wendy,,Boroondara,-37.83643,145.05203,Private room,95,2,57,2022-05-28,0.69,2,299,9,
905969,"Explore Fitzroy from Delightful, Light House",4848120,Katrina,,Yarra,-37.80535,144.97934,Entire home/apt,259,2,119,2022-05-30,1.16,4,222,26,
1602671,"Local Laneway Living - stay with me  Wifi, netflix",8523310,Penny,,Melbourne,-37.8145,144.95664,Shared room,51,2,74,2020-01-20,0.71,3,0,0,
251354,Inner city Warehouse Garden of Eden,1318256,Elana,,Stonnington,-37.85925,145.02346,Entire home/apt,223,1,9,2022-04-11,0.07,1,89,1,
911079,Leigh's Place,4910818,Leigh,,Stonnington,-37.84777,144.9991,Private room,110,1,20,2022-04-20,0.20,1,0,2,
251965,Private room in Elwood,725136,Nathan,,Port Phillip,-37.87833,144.98824,Entire home/apt,250,1,0,,,1,0,0,
911167,Relaxing room on the Eastern side,4889343,Zoltan And Beata,,Knox,-37.93379,145.2414,Private room,55,1,116,2021-10-07,1.04,2,0,3,
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,,Yarra,-37.80237,144.9835,Entire home/apt,124,6,181,2022-05-14,1.43,1,265,18,
1610201,10 mins from CBD! Up to 6 people,6331086,Lisa,,Melbourne,-37.78715,144.94111,Entire home/apt,263,2,210,2022-04-30,1.99,1,61,10,
920179,Caretaker's Cottage,4944974,Mr Brett,,Yarra Ranges,-37.85131,145.36311,Entire home/apt,219,2,36,2022-04-20,0.33,7,113,4,
1626393,Luxury large beachside residence,8451508,Anthony,,Port Phillip,-37.88617,144.98343,Entire home/apt,695,5,1,2014-07-13,0.01,1,0,0,
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.8169,144.96057,Entire home/apt,131,28,45,2022-04-17,0.40,1,341,3,
921611,"Boutique Stylish Penthouse Apartment, Centre CBD Melbourne",3570625,Kim,,Melbourne,-37.81583,144.96628,Entire home/apt,221,14,137,2021-06-02,1.21,2,131,0,
1630611,Private Ensuite room2 in Point Cook,8623584,Michael,,Wyndham,-37.90174,144.74117,Private room,70,1,20,2022-04-11,0.19,2,11,1,
926682,CBD Studio + Heated Rooftop Pool (I),4986236,John,,Melbourne,-37.81021,144.96405,Entire home/apt,82,18,194,2022-05-13,1.87,3,121,8,
1630761,Private Ensuite room 3 point cook,8623584,Michael,,Wyndham,-37.90007,144.74146,Private room,63,1,32,2022-05-01,0.36,2,81,17,
268525,Home 20mins (CBD) near Box Hill (private home),1179603,Anita,,Whitehorse,-37.8129,145.14081,Private room,62,14,0,,,1,270,0,
930037,Villetta (Luxury Apartment) in heart of Carlton,5009174,Andrea,,Melbourne,-37.7952,144.96822,Entire home/apt,145,3,236,2021-01-10,2.10,1,132,0,
268620,nice room,1407948,Richard,,Melton,-37.73994,144.73881,Private room,72,1,0,,,1,365,0,
277605,Angelus Retreat @ Mount Dandenong,1448773,Margaret Jiin,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,270,2,20,2022-04-20,0.16,2,350,6,
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.87322,144.98937,Entire home/apt,169,3,62,2020-01-02,0.61,10,0,0,
1637733,Spacious garden apartment,5913843,Andrea,,Knox,-37.85835,145.26078,Entire home/apt,206,2,70,2022-05-30,0.68,1,250,20,
948081,A cocoon in the heart of St Kilda,5140385,Lisa,,Port Phillip,-37.86288,144.98356,Private room,75,2,63,2020-06-14,0.56,1,266,0,
954106,Carr's Cottage Ringwood North,5181787,Judy,,Maroondah,-37.79804,145.22272,Entire home/apt,86,7,173,2022-05-18,1.63,1,213,8,
1656742,Inner City Luxury Designer Home,5090138,Eva,,Port Phillip,-37.83158,144.94697,Entire home/apt,1061,7,7,2019-12-29,0.07,1,174,0,
1684869,CBD Laneway Warehouse Apartment,8908084,Wayne,,Melbourne,-37.813,144.9612,Entire home/apt,185,2,104,2022-04-12,0.99,1,67,20,
283257,sunlit studio down a quiet laneway,1475619,Lulu,,Yarra,-37.80582,144.98078,Entire home/apt,140,3,129,2020-03-15,1.40,1,202,0,
284210,Fitzroyalty - stylish and central,1480426,Kate,,Yarra,-37.79951,144.97948,Entire home/apt,245,2,34,2020-03-15,0.34,1,0,0,
958631,Riverside Retreat #2 - Private bathroom + WiFi,5216487,Nic,,Yarra,-37.78453,145.01694,Private room,78,2,77,2022-05-20,0.83,2,346,7,
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,270,2,7,2022-04-17,0.08,2,351,2,
1688748,Enjoy City Views from the Balcony of a Chic Apartment,8924888,Chris & Elle,,Stonnington,-37.84166,144.9977,Entire home/apt,145,5,262,2022-04-14,2.48,3,291,6,
964548,Melb PenthouseApart.(2BR+WIFI+CARP),3721646,Jen And Alex,,Port Phillip,-37.83618,144.9738,Entire home/apt,154,21,81,2018-03-04,0.72,47,356,0,
1697412,Melbourne CBD - Gordon House,5157097,Wil,,Melbourne,-37.80667,144.9671,Entire home/apt,98,2,279,2022-02-26,2.69,1,0,7,
964968,Lovely Room Awesome Location,4731740,Eugénie,,Stonnington,-37.84875,145.00185,Private room,76,1,51,2022-05-18,0.54,1,353,5,
1701914,Albert Lake View Apartment,8984432,Patric,,Port Phillip,-37.85124,144.9805,Private room,79,1,0,,,1,0,0,
966901,Arranmore - a charismatic Terrace House,932976,Jayne,,Boroondara,-37.80705,145.03611,Entire home/apt,168,4,78,2022-04-20,0.70,2,41,2,
1704240,GREAT location - 1BD over summer!,8996977,Brent,,Stonnington,-37.84599,144.99223,Private room,70,1,0,,,1,0,0,
1711594,"""Vineyard"" - Pearl Apartments",9028154,Ayal,,Port Phillip,-37.86686,144.97842,Entire home/apt,143,3,94,2021-06-27,0.91,28,76,1,
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78374,144.75729,Private room,47,1,293,2022-05-21,2.32,7,359,13,
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,,Kingston,-37.94,145.09679,Private room,35,2,67,2022-04-11,0.55,1,340,1,
978562,Best West of Melbourne WiFi & Spa 3,1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,141,2022-05-20,1.32,7,335,9,
309093,Savour 180-Degree Urban Views at a Triple Level Loft,1349266,Adam + Caro,,Yarra,-37.81967,144.99957,Entire home/apt,245,2,24,2020-02-02,0.57,1,0,0,
982577,Stylish Studio Apartment in Toorak,3705064,Ardhene,,Stonnington,-37.84213,145.01142,Entire home/apt,70,7,45,2022-04-27,0.42,1,341,1,
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.81362,144.98665,Entire home/apt,105,6,61,2022-05-09,0.49,5,0,10,
1715090,Large studio apartment in Richmond,9045054,Linda,,Yarra,-37.82439,144.99129,Entire home/apt,329,7,118,2020-03-16,1.12,1,180,0,
984021,"(2) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.8136,144.98676,Entire home/apt,105,5,37,2022-05-26,0.36,5,82,2,
1722074,SouthYarra Top Floor(2BR+WIFI+CarP),3721646,Jen And Alex,,Stonnington,-37.83706,144.9966,Entire home/apt,240,21,54,2018-07-08,0.51,47,159,0,
1725821,2 Beautiful Houses - 1 property - Close to city!,8968154,Ramona,,Moreland,-37.74898,144.96312,Entire home/apt,581,3,97,2022-05-29,0.94,2,247,7,
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,102,2022-04-18,0.81,7,363,2,
317239,Inner City Home-6 stops by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82964,144.87163,Private room,95,3,0,,,1,278,0,
985656,Amazing Malvern,1038237,Ian,,Glen Eira,-37.86699,145.02729,Private room,51,3,20,2022-04-24,0.20,2,188,2,
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.85996,145.02119,Private room,78,1,47,2022-04-09,0.38,3,365,1,
986403,beach boulevard city skyline,3004635,Dorothy,,Port Phillip,-37.85683,144.96707,Private room,90,2,137,2022-05-07,1.24,1,309,7,
334891,Attractive room in leafy Deepdene,1705701,Veruschka,,Boroondara,-37.81288,145.06382,Private room,95,1,6,2022-04-17,0.07,1,365,2,
1732959,The Barkly on the fringe of Melbourne,8904450,Vicki,,Moreland,-37.77628,144.96776,Entire home/apt,240,1,145,2022-05-31,1.40,1,151,26,
1733049,Paradise Location 3BD in Southbank,9130578,Chris,,Melbourne,-37.82284,144.96607,Entire home/apt,266,2,331,2022-05-30,3.15,1,273,14,
988366,"Ravishing Richmond, Beautiful Bowen",5425629,Bella,,Yarra,-37.816,144.99428,Private room,70,4,200,2020-03-19,1.84,1,0,0,
375533,Spacious Room in Perfect Location,1809770,James,,Yarra,-37.82483,144.99741,Private room,60,1,61,2016-06-14,0.57,1,327,0,
990795,19th Century Terrace with Ensuites,5441565,IanJ,,Melbourne,-37.8017,144.96707,Private room,110,3,24,2022-05-22,0.23,1,354,2,
